id,release_date,original_title,title,Wikipedia movie ID
331568,1989-10-28,Mappillai,Mappillai,10640685
482335,1989-01-01,वही भयानक रात,Wohi Bhayanak Raat,28147750
658372,1942-09-06,Uuteen elämään,Uuteen elämään,12148115
60637,1978-10-05,The Devil and Daniel Mouse,The Devil and Daniel Mouse,2247689
66287,1982-07-11,புது கவிதை,Puthu Kavithai,10792003
337289,1990-04-23,Deliciosa Sinvergüenza,Deliciosa Sinvergüenza,20989675
256159,2009-03-20,Veera Madakari,Veera Madakari,39632589
272860,1970-01-02,Sürtük,Streetwalker,5242829
302254,1982-02-05,रक्षा,Raksha,44516066
957411,1955-07-12,後窗,Backyard Adventures,286828
534047,1925-12-13,Stella Maris,Stella Maris,18965131
137509,1932-11-09,Wild Girl,Wild Girl,9362941
658826,1955-03-24,Minä ja mieheni morsian,Minä ja mieheni morsian,16279411
271561,1959-09-04,The Blue Angel,The Blue Angel,31849623
247357,1938-01-01,Birthright,Birthright,52823012
476907,1996-09-24,Pretty Poison,Pretty Poison,6114774
135985,1940-05-04,Saturday's Children,Saturday's Children,33024214
344290,1997-06-06,O Cangaceiro,O Cangaceiro,207376
103352,2007-07-27,வீராப்பு,Veerappu,13180264
292000,1988-10-24,Indiscreet,Indiscreet,1970527
241225,1946-09-03,Three Little Girls in Blue,Three Little Girls in Blue,172405
329807,2008-06-03,Alucard,Alucard,737725
367502,1968-06-20,La endemoniada,A Woman Possessed,23801344
128595,1974-04-25,Catene,Chains,36692693
330762,2007-05-04,Sri Mahalakshmi,Sri Mahalakshmi,5855792
251497,1991-01-09,This Gun for Hire,This Gun for Hire,63488696
669606,1960-01-07,Mrs. Miniver,Mrs. Miniver,59449227
282554,2004-08-27,ಆಪ್ತಮಿತ್ರ,Apthamitra,64783024
529183,1936-01-22,Collegiate,Collegiate,47675379
270916,1993-05-21,गर्दिश,Gardish,26013008
269165,1963-10-25,Die zwölf Geschworenen,The Twelve Jurors,69357260
53149,1993-01-28,To Sleep with a Vampire,To Sleep with a Vampire,29647426
419196,1999-05-22,ミートボールマシン,Meatball Machine,23825607
77109,1978-02-28,Legacy of Blood,Legacy of Blood,171657
113775,2008-04-11,భలే దొంగలు,Bhale Dongalu,16506768
97306,1967-01-01,Creature of Destruction,Creature of Destruction,26724711
116545,2003-06-14,Atraco a las 3… y media,Robbery at 3 O'clock… and Half,19770459
67382,1999-04-09,Anthropophagous 2000,Anthropophagous 2000,653697
298101,1932-12-02,Too Busy to Work,Too Busy to Work,48210450
252852,1971-10-23,Death Takes a Holiday,Death Takes a Holiday,60485927
262495,1998-07-21,La vuelta del Coyote,La vuelta del Coyote,1932677
111446,1969-06-01,Hell Raiders,Hell Raiders,38923902
249297,1950-04-30,Someone at the Door,Someone at the Door,31752799
372755,1980-12-15,Buscando un campeon,Buscando un campeon,351479
393269,1967-03-17,मिलन,Milan,10572390
330890,1950-06-02,West of the Brazos,West of the Brazos,56636342
263270,1957-04-22,The Good Companions,The Good Companions,18579003
252957,1974-11-27,The Godchild,The Godchild,703480
675201,1951-02-14,Madre querida,Madre querida,12005898
252694,1975-01-15,The Hatfields and the McCoys,The Hatfields and the McCoys,52856436
334094,1928-11-15,Alias Jimmy Valentine,Alias Jimmy Valentine,14531115
403402,2007-04-20,Classmates,Classmates,7794617
849968,1958-10-21,美人春夢,A Lovely Girl's Lovely Dreams,3508629
606015,1994-07-29,Janta Ki Adalat,Janta Ki Adalat,29753930
708054,1968-12-29,七彩難兄難弟 Qicai nanxiongnandi,Colourful Partners,72673659
80885,1990-07-14,అల్లుడుగారు,Alludugaru,32710910
482858,1961-10-21,فریاد نیمه شب,The Midnight Terror,3135608
425978,1936-06-08,A Star Fell from Heaven,A Star Fell from Heaven,51218340
459060,1952-05-24,Riña en un café,Cafe Brawl (Remake),598470
5950,1997-01-04,Es geschah am hellichten Tag,It Happened in Broad Daylight,11132239
332513,1984-03-14,El pan debajo del brazo,El pan debajo del brazo,31028549
86847,2002-02-21,The Beatnicks,The Beatnicks,62385
237743,1974-04-03,Zehreela Insaan,Zehreela Insaan,10773705
318644,1996-07-26,摩登菩呢提,Muto Bontie,4292943
257723,1983-01-01,Ölüme Son Adım,Last Step to Death,3865475
300920,1972-03-31,पिंजरा,Pinjra,29118656
69665,2001-11-14,காசி,Kasi,9667601
295736,1931-03-08,Three Rogues,Three Rogues,30691222
115070,2006-02-05,Asthram,Asthram,43538317
318505,1948-01-21,Los que volvieron,Those Who Came Back,1966825
943131,1947-09-27,新白金龍,New White Golden Dragon,57518752
455884,1949-10-29,The Wolf Hunters,The Wolf Hunters,41688697
399631,1981-05-27,Noche de juerga,Noche de juerga,6829356
269726,2009-02-27,தீ,Thee,20620714
697645,1986-09-06,道,Michi,26777865
337184,1927-11-27,The Wizard,The Wizard,48306850
7230,1957-04-16,Viktor und Viktoria,Viktor und Viktoria,46456557
326828,1957-04-05,La Garçonne,La Garçonne,15580415
112257,1945-11-23,A Game of Death,A Game of Death,26724027
899952,2008-12-18,Calamari Union,Calamari Union,8612152
72578,2003-11-10,Khwahish,Khwahish,12569818
248681,1932-04-14,上陸第一歩,First Steps Ashore,10340165
533045,1998-01-01,ചിത്രശലഭം,Chitrashalabham,6473627
293737,1944-06-16,Mopey Dope,Mopey Dope,2096531
534283,1963-11-12,Calamity Jane,Calamity Jane,171695
658253,1936-03-22,Onnenpotku,Onnenpotku,66978792
166652,1930-01-07,Ladrones,Thieves,74575188
94772,1958-09-19,Niskavuoren naiset,Niskavuoren naiset,9975131
981309,1977-05-26,邪牌愛差人,Prostitute Loves Police,1732917
595350,1927-01-22,Don't Tell the Wife,Don't Tell the Wife,51680313
658371,1942-08-09,Avioliittoyhtiö,Avioliittoyhtiö,29055172
929495,2006-12-23,シルバー假面,Die Silbermaske,19950266
494154,1926-12-02,Staatsanwalt Jordan,Staatsanwalt Jordan,50026654
1037897,1948-01-01,第三代,The Third Generation,157208
318484,2003-07-11,कयामत,Qayamat: City Under Threat,2856257
589085,1966-10-03,嵐を呼ぶ男,The Stormy Man,71319906
73557,1999-03-15,Gunfighter,Gunfighter,8893825
505403,1998-06-05,A tiro limpio,A tiro limpio,39033920
446034,2000-12-01,Wings of the Crow,Wings of the Crow,1479465
232406,1991-01-01,Lethal Nightmare,Lethal Nightmare,1306645
987664,1965-11-04,天字第一號第3集金雞心,The Best Secret Agent Part 3: Golden Pheasant Heart,323858
41170,1999-12-09,Hippolyt,Hippolyt,28176057
1102488,1981-03-21,Rahasya Gudachari,Rahasya Gudachari,23784213
966808,1979-08-01,Butterflies,Butterflies,15484363
658373,1942-09-27,August järjestää kaiken,August järjestää kaiken,38481760
423334,1931-12-06,Sunshine Susie,Sunshine Susie,31279473
329419,1951-12-18,The Small Miracle,Never Take No for an Answer,73422
41080,2000-12-14,Meseautó,The Dream Car,633531
597307,1974-10-01,Belalılar,Troublemakers,9770326
311702,1994-09-17,仙人掌,Run,686022
423815,2002-04-04,Aaduthu Paaduthu,Aaduthu Paaduthu,70707471
322302,1987-01-01,ಸೌಭಾಗ್ಯಲಕ್ಷ್ಮಿ,Sowbhagya Lakshmi,43908222
1094703,1979-05-05,Beane's of Boston,Beane's of Boston,89857
719006,1997-05-07,Anak ng Dilim,Child of Darkness,3911312
763409,1921-02-25,Setřelé písmo,Setřelé písmo,8283028
1288763,1983-01-01,Don Šajn,Don Šajn,269219
755167,1939-01-01,雲裳仙子,The Angel,1903318
167014,2006-03-03,La semana que viene (sin falta),La semana que viene (sin falta),9166749
511738,1997-05-09,Cuba libre - Velocipedi ai tropici,Cuba libre - Velocipedi ai tropici,33768355
542060,1938-01-01,胭脂淚,Rouge Tears,28695501
423811,1931-09-06,Merely Mary Ann,Merely Mary Ann,172459
232144,1904-11-01,Meet Me at the Fountain,Meet Me at the Fountain,63828213
1253681,1960-07-27,非夢奇緣,The Random Harvest,1029043
329509,2009-10-23,"Tritones, más allá de ningún sitio","Tritones, más allá de ningún sitio",-1
417113,1989-04-12,Ο στραγγαλιστής της Συγγρού,Ο στραγγαλιστής της Συγγρού,-1
329509,2009-10-23,"Tritones, más allá de ningún sitio","Tritones, más allá de ningún sitio",-1
417113,1989-04-12,Ο στραγγαλιστής της Συγγρού,Ο στραγγαλιστής της Συγγρού,-1
