id,release_date,original_title,title,collection,collection_id,Wikipedia movie ID
580,1987-07-17,Jaws: The Revenge,Jaws: The Revenge,Jaws Collection,2366,529276.0
17692,1983-07-22,Jaws 3-D,Jaws 3-D,Jaws Collection,2366,1173339.0
10351,1997-09-19,Wishmaster,Wishmaster,Wishmaster Collection,135489,456959.0
38157,2002-06-10,Wishmaster 4: The Prophecy Fulfilled,Wishmaster 4: The Prophecy Fulfilled,Wishmaster Collection,135489,12256912.0
28635,2001-10-23,Wishmaster 3: Beyond the Gates of Hell,Wishmaster 3: Beyond the Gates of Hell,Wishmaster Collection,135489,12256764.0
12594,1999-03-12,Wishmaster 2: Evil Never Dies,Wishmaster 2: Evil Never Dies,Wishmaster Collection,135489,12256535.0
16774,2006-10-28,Hellboy Animated: Sword of Storms,Hellboy Animated: Sword of Storms,Hellboy (Animated) Collection,123203,5837972.0
13204,2007-03-10,Hellboy Animated: Blood and Iron,Hellboy Animated: Blood and Iron,Hellboy (Animated) Collection,123203,5838045.0
154207,2007-06-12,Hellboy Animated: Iron Shoes,Hellboy Animated: Iron Shoes,Hellboy (Animated) Collection,123203,5838045.0
789978,2010-09-08,Hellboy Animated: The Dark Below,Hellboy Animated: The Dark Below,Hellboy (Animated) Collection,123203,6125565.0
244,1933-03-15,King Kong,King Kong,King Kong (1933) Collection,135495,1245556.0
43149,1933-12-22,The Son of Kong,The Son of Kong,King Kong (1933) Collection,135495,1713779.0
11691,1991-01-17,Go Trabi Go,Go Trabi Go,Go Trabi Go Collection,237897,24970545.0
11168,1992-08-20,Go Trabi Go 2 - Das war der wilde Osten,Go Trabi Go 2: Those Were the Days of the Wild East,Go Trabi Go Collection,237897,1764276.0
10730,1976-09-08,King Kong,King Kong,King Kong (1976) Collection,135498,1245556.0
31947,1986-12-16,King Kong Lives,King Kong Lives,King Kong (1976) Collection,135498,3033155.0
2605,1986-05-09,Short Circuit,Short Circuit,Short Circuit Collection,86347,736266.0
11966,1988-07-06,Short Circuit 2,Short Circuit 2,Short Circuit Collection,86347,1311098.0
28751,1992-01-29,976-EVIL II,976-EVIL II,976-EVIL Collection,135501,21286292.0
24038,1988-12-09,976-EVIL,976-EVIL,976-EVIL Collection,135501,7677968.0
9838,1985-11-22,King Solomon's Mines,King Solomon's Mines,Allan Quatermain Collection,135502,10862322.0
9710,1986-12-17,Allan Quatermain and the Lost City of Gold,Allan Quatermain and the Lost City of Gold,Allan Quatermain Collection,135502,985537.0
11815,1958-07-16,The Fly,The Fly,The Fly Collection,123213,553101.0
38126,1959-07-01,Return of the Fly,Return of the Fly,The Fly Collection,123213,3653578.0
38125,1965-05-01,Curse of the Fly,Curse of the Fly,The Fly Collection,123213,3509709.0
61979,2010-12-03,Tres metros sobre el cielo,Three Steps Above Heaven,Three Steps Above Heaven Collection,141649,33539859.0
109689,2012-06-22,Tengo ganas de ti,I Want You,Three Steps Above Heaven Collection,141649,66858411.0
12230,1961-01-25,One Hundred and One Dalmatians,One Hundred and One Dalmatians,101 Dalmatians (Animated) Collection,100693,179351.0
13654,2002-11-06,101 Dalmatians II: Patch's London Adventure,101 Dalmatians II: Patch's London Adventure,101 Dalmatians (Animated) Collection,100693,1730084.0
62,1968-04-02,2001: A Space Odyssey,2001: A Space Odyssey,The Space Odyssey Series,4438,23941708.0
4437,1984-12-06,2010,2010,The Space Odyssey Series,4438,17275600.0
1924,1978-12-14,Superman,Superman,Superman Collection,8537,12108230.0
9531,1983-06-17,Superman III,Superman III,Superman Collection,8537,1059701.0
8536,1980-12-12,Superman II,Superman II,Superman Collection,8537,1059280.0
1452,2006-06-28,Superman Returns,Superman Returns,Superman Collection,8537,1082656.0
11411,1987-07-24,Superman IV: The Quest for Peace,Superman IV: The Quest for Peace,Superman Collection,8537,nan
25188,1971-10-03,The Last Picture Show,The Last Picture Show,The Last Picture Show and Texasville,751961,nan
82545,1990-09-28,Texasville,Texasville,The Last Picture Show and Texasville,751961,nan
214395,1949-04-19,The Lost Tribe,The Lost Tribe,Jungle Jim Collection,661850,nan
98180,1948-12-15,Jungle Jim,Jungle Jim,Jungle Jim Collection,661850,nan
214406,1950-01-12,Mark of the Gorilla,Mark of the Gorilla,Jungle Jim Collection,661850,nan
132612,1950-07-01,Captive Girl,Captive Girl,Jungle Jim Collection,661850,nan
184965,1950-11-22,Pygmy Island,Pygmy Island,Jungle Jim Collection,661850,nan
115702,1951-02-26,Fury of the Congo,Fury of the Congo,Jungle Jim Collection,661850,nan
115454,1951-10-04,Jungle Manhunt,Jungle Manhunt,Jungle Jim Collection,661850,nan
115824,1952-03-17,Jungle Jim in the Forbidden Land,Jungle Jim in the Forbidden Land,Jungle Jim Collection,661850,nan
220504,1952-11-15,Voodoo Tiger,Voodoo Tiger,Jungle Jim Collection,661850,nan
242073,1953-02-03,Savage Mutiny,Savage Mutiny,Jungle Jim Collection,661850,nan
133716,1953-07-29,Valley of Head Hunters,Valley of Head Hunters,Jungle Jim Collection,661850,nan
149957,1954-06-01,Jungle Man-Eaters,Jungle Man-Eaters,Jungle Jim Collection,661850,nan
220511,1955-04-08,Jungle Moon Men,Jungle Moon Men,Jungle Jim Collection,661850,nan
116162,1953-12-15,Killer Ape,Killer Ape,Jungle Jim Collection,661850,nan
220510,1954-11-01,Cannibal Attack,Cannibal Attack,Jungle Jim Collection,661850,nan
337801,1955-10-01,Devil Goddess,Devil Goddess,Jungle Jim Collection,661850,nan
10973,1954-03-05,Creature from the Black Lagoon,Creature from the Black Lagoon,Creature From The Black Lagoon Collection,221537,nan
40761,1955-05-13,Revenge of the Creature,Revenge of the Creature,Creature From The Black Lagoon Collection,221537,nan
39408,1956-04-26,The Creature Walks Among Us,The Creature Walks Among Us,Creature From The Black Lagoon Collection,221537,nan
40220,1980-11-07,The Boogey Man,The Boogey Man,The Boogey Man Collection,715105,nan
54127,1983-08-24,Boogeyman II,Boogeyman II,The Boogey Man Collection,715105,nan
201252,1994-05-05,Return of the Boogeyman,Return of the Boogeyman,The Boogey Man Collection,715105,nan
138,1931-02-12,Dracula,Dracula,Dracula (Universal) Collection,221539,nan
22440,1936-05-11,Dracula's Daughter,Dracula's Daughter,Dracula (Universal) Collection,221539,nan
32023,1943-11-05,Son of Dracula,Son of Dracula,Dracula (Universal) Collection,221539,nan
30793,1945-12-07,House of Dracula,House of Dracula,Dracula (Universal) Collection,221539,nan
45964,1979-09-28,When a Stranger Calls,When a Stranger Calls,When a Stranger Calls Collection,276838,nan
30554,1993-04-04,When a Stranger Calls Back,When a Stranger Calls Back,When a Stranger Calls Collection,276838,nan
15849,1932-12-22,The Mummy,The Mummy,The Mummy (Universal) Collection,221544,nan
31498,1940-09-20,The Mummy's Hand,The Mummy's Hand,The Mummy (Universal) Collection,221544,nan
29239,1942-10-23,The Mummy's Tomb,The Mummy's Tomb,The Mummy (Universal) Collection,221544,nan
29243,1944-07-07,The Mummy's Ghost,The Mummy's Ghost,The Mummy (Universal) Collection,221544,nan
29242,1944-12-22,The Mummy's Curse,The Mummy's Curse,The Mummy (Universal) Collection,221544,nan
10068,1986-02-09,Nine 1/2 Weeks,Nine 1/2 Weeks,9½ Weeks Collection,121195,nan
18167,1997-06-12,Another 9 1/2 Weeks,Another 9 1/2 Weeks,9½ Weeks Collection,121195,nan
74023,1998-11-03,The First 9½ Weeks,The First 9½ Weeks,9½ Weeks Collection,121195,nan
38273,1943-12-17,Calling Dr. Death,Calling Dr. Death,Inner Sanctum Mysteries Collection,1005941,nan
64078,1945-06-01,The Frozen Ghost,The Frozen Ghost,Inner Sanctum Mysteries Collection,1005941,nan
64075,1944-11-10,Dead Man's Eyes,Dead Man's Eyes,Inner Sanctum Mysteries Collection,1005941,nan
64076,1944-03-01,Weird Woman,Weird Woman,Inner Sanctum Mysteries Collection,1005941,nan
64077,1945-12-14,Pillow of Death,Pillow of Death,Inner Sanctum Mysteries Collection,1005941,nan
29241,1945-10-05,Strange Confession,Strange Confession,Inner Sanctum Mysteries Collection,1005941,nan
10606,1984-10-05,The Philadelphia Experiment,The Philadelphia Experiment,The Philadelphia Experiment Collection,145784,nan
35610,1993-11-12,Philadelphia Experiment II,Philadelphia Experiment II,The Philadelphia Experiment Collection,145784,nan
26515,1988-06-09,Pumpkinhead,Pumpkinhead,Pumpkinhead Collection,123256,nan
35979,2007-02-05,Pumpkinhead: Blood Feud,Pumpkinhead: Blood Feud,Pumpkinhead Collection,123256,nan
35977,1995-10-20,Pumpkinhead II: Blood Wings,Pumpkinhead II: Blood Wings,Pumpkinhead Collection,123256,nan
35978,2006-10-28,Pumpkinhead: Ashes to Ashes,Pumpkinhead: Ashes to Ashes,Pumpkinhead Collection,123256,nan
161791,1962-12-20,La Gran Familia,La Gran Familia,The Big Family Collection,792952,nan
201003,1965-09-10,La Familia Y Uno Más,The Family and One More,The Big Family Collection,792952,nan
195656,1979-12-14,"La familia bien, gracias","La familia bien, gracias",The Big Family Collection,792952,nan
319217,1999-12-25,La familia... 30 años después,La familia... 30 años después,The Big Family Collection,792952,nan
9316,2003-01-21,องค์บาก,Ong-Bak,Ong Bak Collection,94589,nan
16353,2008-12-04,องค์บาก 2,Ong Bak 2,Ong Bak Collection,94589,nan
43209,2010-05-05,องค์บาก 3,Ong Bak 3,Ong Bak Collection,94589,nan
43593,2010-08-20,Piranha 3D,Piranha 3D,Piranha 3D Collection,104830,nan
71668,2012-05-11,Piranha 3DD,Piranha 3DD,Piranha 3D Collection,104830,nan
9013,1988-07-20,Midnight Run,Midnight Run,Midnight Run Collection,633215,nan
202620,1994-02-05,Another Midnight Run,Another Midnight Run,Midnight Run Collection,633215,nan
529000,1994-03-20,Midnight Runaround,Midnight Runaround,Midnight Run Collection,633215,nan
437066,1994-07-14,Midnight Run for Your Life,Midnight Run for Your Life,Midnight Run Collection,633215,nan
9749,1985-05-31,Fletch,Fletch,Fletch Collection,104833,nan
14628,1989-03-17,Fletch Lives,Fletch Lives,Fletch Collection,104833,nan
147683,1978-02-12,"Profetul, aurul și ardelenii","The Prophet, the Gold, and the Transylvanians",Transylvanians Trilogy,620931,nan
144089,1978-12-22,"Artista, dolarii și ardelenii","The Actress, the Dollars and the Transylvanians",Transylvanians Trilogy,620931,nan
147692,1981-01-12,"Pruncul, petrolul şi ardelenii","The Oil, the Baby and the Transylvanians",Transylvanians Trilogy,620931,nan
1885,1984-06-22,The Karate Kid,The Karate Kid,The Karate Kid Collection,8580,nan
8856,1986-06-18,The Karate Kid Part II,The Karate Kid Part II,The Karate Kid Collection,8580,nan
10495,1989-06-16,The Karate Kid Part III,The Karate Kid Part III,The Karate Kid Collection,8580,nan
11231,1994-07-18,The Next Karate Kid,The Next Karate Kid,The Karate Kid Collection,8580,nan
1011477,2025-05-28,Karate Kid: Legends,Karate Kid: Legends,The Karate Kid Collection,8580,nan
377,1984-10-31,A Nightmare on Elm Street,A Nightmare on Elm Street,A Nightmare on Elm Street Collection,8581,nan
10014,1985-11-01,A Nightmare on Elm Street Part 2: Freddy's Revenge,A Nightmare on Elm Street Part 2: Freddy's Revenge,A Nightmare on Elm Street Collection,8581,nan
10072,1987-02-27,A Nightmare on Elm Street 3: Dream Warriors,A Nightmare on Elm Street 3: Dream Warriors,A Nightmare on Elm Street Collection,8581,nan
10131,1988-08-19,A Nightmare on Elm Street 4: The Dream Master,A Nightmare on Elm Street 4: The Dream Master,A Nightmare on Elm Street Collection,8581,nan
10160,1989-08-11,A Nightmare on Elm Street: The Dream Child,A Nightmare on Elm Street: The Dream Child,A Nightmare on Elm Street Collection,8581,nan
11284,1991-09-05,Freddy's Dead: The Final Nightmare,Freddy's Dead: The Final Nightmare,A Nightmare on Elm Street Collection,8581,nan
11596,1994-10-13,New Nightmare,New Nightmare,A Nightmare on Elm Street Collection,8581,nan
1642,1995-07-28,The Net,The Net,The Net Collection,328073,nan
9834,2006-02-15,The Net 2.0,The Net 2.0,The Net Collection,328073,nan
106,1987-06-12,Predator,Predator,Predator Collection,399,nan
169,1990-11-21,Predator 2,Predator 2,Predator Collection,399,nan
34851,2010-07-03,Predators,Predators,Predator Collection,399,nan
346910,2018-09-05,The Predator,The Predator,Predator Collection,399,nan
766507,2022-08-02,Prey,Prey,Predator Collection,399,nan
1242898,2025-11-05,Predator: Badlands,Predator: Badlands,Predator Collection,399,nan
1376434,,Untitled Predator Film,Untitled Predator Film,Predator Collection,399,nan
953,2005-05-25,Madagascar,Madagascar,Madagascar Collection,14740,nan
10527,2008-10-30,Madagascar: Escape 2 Africa,Madagascar: Escape 2 Africa,Madagascar Collection,14740,nan
80321,2012-06-06,Madagascar 3: Europe's Most Wanted,Madagascar 3: Europe's Most Wanted,Madagascar Collection,14740,nan
27398,1968-07-29,La marca del Hombre Lobo,Frankenstein's Bloody Terror,Daninsky Werewolf Collection,844181,nan
3216,1970-02-24,Los monstruos del terror,Assignment Terror,Daninsky Werewolf Collection,844181,nan
28403,1971-05-17,La noche de Walpurgis,The Werewolf Versus the Vampire Woman,Daninsky Werewolf Collection,844181,nan
28406,1972-02-07,La furia del Hombre Lobo,The Fury of the Wolf Man,Daninsky Werewolf Collection,844181,nan
115423,1972-05-06,Doctor Jekyll y el Hombre Lobo,Dr. Jekyll vs. the Werewolf,Daninsky Werewolf Collection,844181,nan
40347,1973-10-30,El retorno de Walpurgis,Curse of the Devil,Daninsky Werewolf Collection,844181,nan
54112,1975-01-09,La maldición de la bestia,Night of the Howling Beast,Daninsky Werewolf Collection,844181,nan
29906,1981-04-08,El retorno del Hombre Lobo,Night of the Werewolf,Daninsky Werewolf Collection,844181,nan
29909,1983-11-25,La bestia y la espada mágica,The Beast and the Magic Sword,Daninsky Werewolf Collection,844181,nan
208917,1988-01-01,El aullido del diablo,Howl of the Devil,Daninsky Werewolf Collection,844181,nan
208916,1996-06-17,Licántropo: El asesino de la luna llena,Lycantropus: The Moonlight Murders,Daninsky Werewolf Collection,844181,nan
27483,2004-06-08,Tomb of the Werewolf,Tomb of the Werewolf,Daninsky Werewolf Collection,844181,nan
36808,1984-09-07,Hollywood Hot Tubs,Hollywood Hot Tubs,Hollywood Hot Tubs Collection,1161620,nan
149107,1990-03-01,Hollywood Hot Tubs 2: Educating Crystal,Hollywood Hot Tubs 2: Educating Crystal,Hollywood Hot Tubs Collection,1161620,nan
86343,1966-04-06,The Ghost in the Invisible Bikini,The Ghost in the Invisible Bikini,Beach Party Collection,338327,nan
26879,1965-07-14,How to Stuff a Wild Bikini,How to Stuff a Wild Bikini,Beach Party Collection,338327,nan
26483,1965-04-14,Beach Blanket Bingo,Beach Blanket Bingo,Beach Party Collection,338327,nan
53617,1964-11-11,Pajama Party,Pajama Party,Beach Party Collection,338327,nan
39113,1964-07-22,Bikini Beach,Bikini Beach,Beach Party Collection,338327,nan
27376,1964-03-25,Muscle Beach Party,Muscle Beach Party,Beach Party Collection,338327,nan
26484,1963-08-07,Beach Party,Beach Party,Beach Party Collection,338327,nan
217497,1968-12-17,Kampf um Rom – 1. Teil,The Fight for Rome,Kampf um Rom Collection,217499,nan
471103,1969-02-21,Kampf um Rom II - Der Verrat,The Fight for Rome II - The Betrayal,Kampf um Rom Collection,217499,nan
25998,1988-12-01,黑太陽731,Men Behind the Sun,Unit 731,633245,nan
36238,1992-07-10,黑太陽731續集之殺人工廠,Men Behind the Sun 2: Laboratory of the Devil,Unit 731,633245,nan
51007,1995-07-07,黑太陽：南京大屠殺,Black Sun: The Nanking Massacre,Unit 731,633245,nan
117498,1994-10-23,黑太陽731完結篇之死亡列車,Men Behind the Sun 3: A Narrow Escape,Unit 731,633245,nan
37169,2009-10-31,The Human Centipede (First Sequence),The Human Centipede (First Sequence),The Human Centipede Collection,96671,nan
74997,2011-10-06,The Human Centipede 2 (Full Sequence),The Human Centipede 2 (Full Sequence),The Human Centipede Collection,96671,nan
94365,2015-05-22,The Human Centipede 3 (Final Sequence),The Human Centipede 3 (Final Sequence),The Human Centipede Collection,96671,nan
12289,2008-07-10,赤壁,Red Cliff,Red Cliff Collection,96677,nan
15384,2009-01-07,赤壁：決戰天下,Red Cliff II,Red Cliff Collection,96677,nan
27318,1997-11-18,Jack Frost,Jack Frost,Jack Frost Collection,203178,nan
27320,2000-11-21,Jack Frost 2: The Revenge of the Mutant Killer Snowman,Jack Frost 2: The Revenge of the Mutant Killer Snowman,Jack Frost Collection,203178,nan
43109,1959-06-25,The Killer Shrews,The Killer Shrews,Killer Shrews Collection,762287,nan
129524,2012-11-15,Return of the Killer Shrews,Return of the Killer Shrews,Killer Shrews Collection,762287,nan
59573,1987-09-03,Il ragazzo dal kimono d'oro,Karate Warrior,Karate Warrior Collection,192962,nan
28603,1988-09-22,Il ragazzo dal kimono d'oro 2,Karate Warrior 2,Karate Warrior Collection,192962,nan
175050,1991-06-01,Il ragazzo dal kimono d'oro 3,Karate Warrior 3,Karate Warrior Collection,192962,nan
192963,1992-02-06,Karate Warrior 4,Karate Warrior 4,Karate Warrior Collection,192962,nan
192965,1992-02-08,Karate Warrior 5,Karate Warrior 5,Karate Warrior Collection,192962,nan
78168,1993-12-01,Il ragazzo dal kimono d'oro 6,Karate Warrior 6,Karate Warrior Collection,192962,nan
8460,2002-04-09,The Skulls II,The Skulls II,The Skulls Collection,8647,nan
10594,2004-03-23,The Skulls III,The Skulls III,The Skulls Collection,8647,nan
11478,2000-03-31,The Skulls,The Skulls,The Skulls Collection,8647,nan
23827,2007-09-14,Paranormal Activity,Paranormal Activity,Paranormal Activity Collection,41437,nan
41436,2010-10-20,Paranormal Activity 2,Paranormal Activity 2,Paranormal Activity Collection,41437,nan
72571,2011-10-19,Paranormal Activity 3,Paranormal Activity 3,Paranormal Activity Collection,41437,nan
82990,2012-10-17,Paranormal Activity 4,Paranormal Activity 4,Paranormal Activity Collection,41437,nan
146301,2015-10-21,Paranormal Activity: The Ghost Dimension,Paranormal Activity: The Ghost Dimension,Paranormal Activity Collection,41437,nan
227348,2014-01-01,Paranormal Activity: The Marked Ones,Paranormal Activity: The Marked Ones,Paranormal Activity Collection,41437,nan
609972,2021-10-29,Paranormal Activity: Next of Kin,Paranormal Activity: Next of Kin,Paranormal Activity Collection,41437,nan
21394,1986-12-06,Alla vi barn i Bullerbyn,The Children of Noisy Village,Children of Bullerby Collection,610785,nan
26111,1987-09-05,Mer om oss barn i Bullerbyn,More About the Children of Noisy Village,Children of Bullerby Collection,610785,nan
39283,1993-05-21,Carnosaur,Carnosaur,Carnosaur Collection,256484,nan
65460,1995-02-23,Carnosaur 2,Carnosaur 2,Carnosaur Collection,256484,nan
55667,1996-11-21,Carnosaur 3: Primal Species,Carnosaur 3: Primal Species,Carnosaur Collection,256484,nan
