,Wikipedia movie ID,Freebase movie ID,Movie name,Movie release date,Movie box office revenue,Movie runtime,Movie languages,Movie countries,Movie genres,Unnamed: 0,id,release_date,original_title,title,release year
32108,485540,/m/02g5q1,Mortal Kombat: Annihilation,1997-11-21,51376861.0,94.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/06n90"": ""Science Fiction"", ""/m/0hj3n2k"": ""Fantasy Adventure"", ""/m/03k9fj"": ""Adventure"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/04t2t"": ""Martial Arts Film"", ""/m/01hmnh"": ""Fantasy"", ""/m/02kdv5l"": ""Action""}",58,9823,1997-11-11,Mortal Kombat: Annihilation,Mortal Kombat: Annihilation,1997.0
32283,3494241,/m/09gkpz,The Mummy's Tomb,1942-10-23,0.0,71.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03jp5h0"": ""Archaeology"", ""/m/03npn"": ""Horror"", ""/m/0hj3m_q"": ""Creature Film"", ""/m/01g6gs"": ""Black-and-white""}",337,29239,1942-10-23,The Mummy's Tomb,The Mummy's Tomb,1942.0
32334,4399374,/m/0c04lr,Gamera 2: Attack of Legion,1996,14000000.0,100.0,"{""/m/03_9r"": ""Japanese Language""}","{""/m/03_3d"": ""Japan""}","{""/m/0g092b"": ""Monster movie"", ""/m/0gw5n2f"": ""Japanese Movies"", ""/m/01hmnh"": ""Fantasy"", ""/m/0hj3m_q"": ""Creature Film"", ""/m/03q4nz"": ""World cinema""}",399,59480,1996-07-12,ガメラ2 レギオン襲来,Gamera 2: Attack of Legion,1996.0
32407,4306261,/m/0bw6gk,The Eye 10,2005-03-25,0.0,86.0,"{""/m/0459q4"": ""Standard Cantonese"", ""/m/0c_v2"": ""Thai Language"", ""/m/02h40lc"": ""English Language"", ""/m/0653m"": ""Standard Mandarin"", ""/m/012w70"": ""Cantonese""}","{""/m/07f1x"": ""Thailand"", ""/m/03h64"": ""Hong Kong""}","{""/m/01jfsb"": ""Thriller"", ""/m/03npn"": ""Horror"", ""/m/03q4nz"": ""World cinema"", ""/m/0fdjb"": ""Supernatural"", ""/m/0c3351"": ""Suspense"", ""/m/0gw5qqq"": ""Chinese Movies"", ""/m/02b5_l"": ""Teen""}",327,33723,2005-03-24,見鬼10,The Eye 3: Infinity,2005.0
32534,18361148,/m/04f6d7j,The Return of Ringo,1965-12-08,0.0,95.0,"{""/m/02bjrlw"": ""Italian Language""}","{""/m/03rjj"": ""Italy""}","{""/m/0771_"": ""Spaghetti Western""}",166,63260,1965-12-08,Il ritorno di Ringo,The Return of Ringo,1965.0
32539,702117,/m/0340hj,Spider-Man 3,2007-04-16,890871626.0,139.0,"{""/m/064_8sq"": ""French Language"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/0cq22f9"": ""Action Thrillers"", ""/m/06n90"": ""Science Fiction"", ""/m/03k9fj"": ""Adventure"", ""/m/04pbhw"": ""Superhero movie"", ""/m/0btmb"": ""Superhero"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/01hmnh"": ""Fantasy"", ""/m/07s9rl0"": ""Drama"", ""/m/02kdv5l"": ""Action""}",6,559,2007-05-01,Spider-Man 3,Spider-Man 3,2007.0
32566,3877823,/m/0b4np3,The Invisible Man's Revenge,1944,1669226.0,78.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/06n90"": ""Science Fiction"", ""/m/03npn"": ""Horror"", ""/m/01g6gs"": ""Black-and-white""}",269,28425,1944-06-09,The Invisible Man's Revenge,The Invisible Man's Revenge,1944.0
32879,9776644,/m/02prw2f,The Strangers,2008-05-29,82344798.0,88.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/03npn"": ""Horror"", ""/m/0219x_"": ""Indie"", ""/m/09blyk"": ""Psychological thriller"", ""/m/02wtdps"": ""Crime Thriller"", ""/m/01585b"": ""Slasher""}",742,479956,2008-04-08,First Out: Vol. 2,First Out: Vol. 2,2008.0
32894,433824,/m/027_9n,Die Hard 2,1990-07-02,240031094.0,120.0,"{""/m/02h40lc"": ""English Language"", ""/m/06nm1"": ""Spanish Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/0lsxr"": ""Crime Fiction"", ""/m/0cq22f9"": ""Action Thrillers"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/02kdv5l"": ""Action"", ""/m/01xpvb7"": ""Airplanes and airports""}",34,1573,1990-07-03,Die Hard 2,Die Hard 2,1990.0
32932,4055526,/m/0bfv4r,Basket Case 2,1990,0.0,90.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0g092b"": ""Monster movie"", ""/m/0qdzd"": ""B-movie"", ""/m/01q03"": ""Cult"", ""/m/0hj3n7f"": ""Horror Comedy"", ""/m/03npn"": ""Horror"", ""/m/01585b"": ""Slasher""}",215,27815,1990-03-02,Basket Case 2,Basket Case 2,1990.0
32990,4133698,/m/0bkyg5,When a Stranger Calls Back,1993-04-04,0.0,94.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/01jfsb"": ""Thriller"", ""/m/01lrrt"": ""Melodrama"", ""/m/03npn"": ""Horror"", ""/m/07s9rl0"": ""Drama"", ""/m/01585b"": ""Slasher""}",386,30554,1993-04-04,When a Stranger Calls Back,When a Stranger Calls Back,1993.0
33416,2664350,/m/07wbmd,Meatballs 2,1984-07-27,5410972.0,87.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0gsy3b"": ""Sex comedy"", ""/m/01z4y"": ""Comedy""}",429,40771,1984-07-27,Meatballs: Part II,Meatballs: Part II,1984.0
33511,623452,/m/02xs6_,Hannibal,2001-02-09,351692268.0,132.0,"{""/m/03_9r"": ""Japanese Language"", ""/m/02bjrlw"": ""Italian Language"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/07ssc"": ""United Kingdom""}","{""/m/01jfsb"": ""Thriller"", ""/m/03npn"": ""Horror"", ""/m/09blyk"": ""Psychological thriller"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/02n4kr"": ""Mystery"", ""/m/07s9rl0"": ""Drama"", ""/m/0c3351"": ""Suspense"", ""/m/060__y"": ""Film adaptation"", ""/m/02wtdps"": ""Crime Thriller"", ""/m/02kdv5l"": ""Action""}",292,9740,2001-02-08,Hannibal,Hannibal,2001.0
33634,17810059,/m/047c9v7,On a volé la cuisse de Jupiter,1980,0.0,100.0,"{""/m/064_8sq"": ""French Language""}","{""/m/0f8l9c"": ""France""}","{""/m/0hj3msd"": ""Adventure Comedy"", ""/m/03k9fj"": ""Adventure""}",464,61243,1980-02-06,On a volé la cuisse de Jupiter,Jupiter's Thigh,1980.0
33732,3623103,/m/09qljs,Halloween,2007-08-31,80249467.0,83.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01q03"": ""Cult"", ""/m/03npn"": ""Horror"", ""/m/01585b"": ""Slasher""}",640,105989,2007-05-01,Zombi: La creazione,Zombies: The Beginning,2007.0
34232,1107088,/m/046kzn,"The Karate Kid, Part II",1986-06-19,115103979.0,113.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03btsm8"": ""Action/Adventure"", ""/m/03k9fj"": ""Adventure"", ""/m/02h8pkk"": ""Family Drama"", ""/m/01z02hx"": ""Sports"", ""/m/04t2t"": ""Martial Arts Film"", ""/m/07s9rl0"": ""Drama"", ""/m/0hqxf"": ""Family Film"", ""/m/02kdv5l"": ""Action"", ""/m/02l7c8"": ""Romance Film""}",12,8856,1986-06-18,The Karate Kid Part II,The Karate Kid Part II,1986.0
34249,352795,/m/01zhjh,Jaws 2,1978-06-16,208900376.0,116.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/06vxwl5"": ""Natural horror films"", ""/m/03npn"": ""Horror"", ""/m/03k9fj"": ""Adventure"", ""/m/0hj3m_q"": ""Creature Film"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/0c3351"": ""Suspense"", ""/m/02kdv5l"": ""Action"", ""/m/01585b"": ""Slasher""}",123,579,1978-06-16,Jaws 2,Jaws 2,1978.0
35116,583012,/m/02scbv,Rambo: First Blood Part II,1985-05-22,300400432.0,96.0,"{""/m/07zrf"": ""Vietnamese Language"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/0cq22f9"": ""Action Thrillers"", ""/m/02kdv5l"": ""Action"", ""/m/082gq"": ""War film""}",14,1369,1985-05-21,Rambo: First Blood Part II,Rambo: First Blood Part II,1985.0
35301,5113430,/m/0d373w,Pumpkinhead 4: Blood Feud,2007,0.0,95.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/07ssc"": ""United Kingdom""}","{""/m/0g092b"": ""Monster movie"", ""/m/03npn"": ""Horror"", ""/m/0fdjb"": ""Supernatural""}",177,35979,2007-02-05,Pumpkinhead: Blood Feud,Pumpkinhead: Blood Feud,2007.0
35431,6513187,/m/0g871r,American Boyfriends,1989-09-11,0.0,90.0,"{""/m/02h40lc"": ""English Language""}","{""/m/0d060g"": ""Canada""}","{""/m/07s9rl0"": ""Drama"", ""/m/02l7c8"": ""Romance Film"", ""/m/01t_vv"": ""Comedy-drama"", ""/m/01z4y"": ""Comedy""}",632,279754,1989-09-11,American Boyfriends,American Boyfriends,1989.0
35489,600320,/m/02v5_g,Scream 2,1997-12-10,172363301.0,122.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0gf28"": ""Parody"", ""/m/01jfsb"": ""Thriller"", ""/m/03npn"": ""Horror"", ""/m/0219x_"": ""Indie"", ""/m/0hj3nby"": ""Media Satire"", ""/m/02n4kr"": ""Mystery"", ""/m/01z4y"": ""Comedy"", ""/m/01585b"": ""Slasher"", ""/m/02b5_l"": ""Teen"", ""/m/0hj3n7f"": ""Horror Comedy""}",39,4233,1997-12-12,Scream 2,Scream 2,1997.0
35662,5651517,/m/0dy986,Return of the Living Dead: Rave from the Grave,2005,0.0,86.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0jb4p32"": ""Zombie Film"", ""/m/03npn"": ""Horror""}",340,24939,2005-10-15,Return of the Living Dead: Rave to the Grave,Return of the Living Dead: Rave to the Grave,2005.0
36045,11327665,/m/02r7wnb,The Net 2.0,2006,0.0,93.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/02kdv5l"": ""Action"", ""/m/07s9rl0"": ""Drama"", ""/m/0c3351"": ""Suspense"", ""/m/09blyk"": ""Psychological thriller""}",379,9834,2006-02-15,The Net 2.0,The Net 2.0,2006.0
36239,570231,/m/02r3s6,Godzilla vs. Hedorah,1971-07-24,2768400.0,85.0,"{""/m/03_9r"": ""Japanese Language"", ""/m/02h40lc"": ""English Language""}","{""/m/03_3d"": ""Japan""}","{""/m/06n90"": ""Science Fiction"", ""/m/03npn"": ""Horror"", ""/m/03q4nz"": ""World cinema"", ""/m/0hj3m_q"": ""Creature Film"", ""/m/01q03"": ""Cult"", ""/m/0h9qh"": ""Monster"", ""/m/0gw5n2f"": ""Japanese Movies""}",290,39464,1971-07-24,ゴジラ対ヘドラ,Godzilla vs. Hedorah,1971.0
36281,4721500,/m/0ck03v,Project A-ko: Cinderella Rhapsody,1988-06-20,0.0,50.0,"{""/m/03_9r"": ""Japanese Language""}","{""/m/03_3d"": ""Japan""}","{""/m/0gw5n2f"": ""Japanese Movies"", ""/m/01z4y"": ""Comedy"", ""/m/0hcr"": ""Animation""}",609,134830,1988-06-20,プロジェクト A子3 - シンデレラ・ラプソディ,Project A-Ko 3: Cinderella Rhapsody,1988.0
36573,5744612,/m/0f2c72,The Magnificent Seven Ride,1972-08-01,0.0,100.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03btsm8"": ""Action/Adventure"", ""/m/0hfjk"": ""Western"", ""/m/02kdv5l"": ""Action"", ""/m/04xvlr"": ""Period piece""}",157,43417,1972-08-01,The Magnificent Seven Ride!,The Magnificent Seven Ride!,1972.0
36948,692739,/m/03383d,The Fly II,1989-02-10,38903179.0,105.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0d060g"": ""Canada""}","{""/m/03npn"": ""Horror"", ""/m/06n90"": ""Science Fiction"", ""/m/07s9rl0"": ""Drama"", ""/m/0219x_"": ""Indie""}",138,10344,1989-02-10,The Fly II,The Fly II,1989.0
37228,4386957,/m/0b_h_r,Revenge of the Ninja,1983-09-07,13168027.0,90.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/0cq22f9"": ""Action Thrillers"", ""/m/0219x_"": ""Indie"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/04t2t"": ""Martial Arts Film"", ""/m/07s9rl0"": ""Drama"", ""/m/02kdv5l"": ""Action""}",257,17386,1983-09-07,Revenge of the Ninja,Revenge of the Ninja,1983.0
37300,2847362,/m/086kl3,L.E.T.H.A.L. Ladies: Return to Savage Beach,1998,0.0,98.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/02kdv5l"": ""Action""}",109,67395,1998-01-27,L.E.T.H.A.L. Ladies: Return to Savage Beach,L.E.T.H.A.L. Ladies: Return to Savage Beach,1998.0
37593,19081988,/m/04jfvtm,The Road Back,1937,0.0,97.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/07s9rl0"": ""Drama"", ""/m/01g6gs"": ""Black-and-white"", ""/m/082gq"": ""War film""}",634,139793,1937-06-01,The Road Back,The Road Back,1937.0
37629,1598127,/m/05fhhb,Rooster Cogburn,1975-10-17,17600000.0,105.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03btsm8"": ""Action/Adventure"", ""/m/0hfjk"": ""Western"", ""/m/02kdv5l"": ""Action"", ""/m/01z4y"": ""Comedy"", ""/m/03k9fj"": ""Adventure""}",175,17538,1975-11-01,Rooster Cogburn,Rooster Cogburn,1975.0
37701,865561,/m/03jr46,Happiness,1998-05-15,2807390.0,139.0,"{""/m/06b_j"": ""Russian Language"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/07s9rl0"": ""Drama"", ""/m/0vgkd"": ""Black comedy"", ""/m/01t_vv"": ""Comedy-drama"", ""/m/01z4y"": ""Comedy"", ""/m/0219x_"": ""Indie""}",769,530523,1998-01-01,Love Is a Stranger Again,Love Is a Stranger Again,1998.0
37880,6073447,/m/0fnqlm,Children of the Corn 666: Isaac's Return,1999-10-19,0.0,82.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01q03"": ""Cult"", ""/m/03npn"": ""Horror"", ""/m/0fdjb"": ""Supernatural""}",343,25752,1999-10-19,Children of the Corn 666: Isaac's Return,Children of the Corn 666: Isaac's Return,1999.0
37908,15359592,/m/047vqdd,Open Season 2,2008,8716950.0,90.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03k9fj"": ""Adventure"", ""/m/0hj3myq"": ""Children's/Family"", ""/m/0hcr"": ""Animation"", ""/m/01z4y"": ""Comedy"", ""/m/0hqxf"": ""Family Film"", ""/m/0hj3n26"": ""Family-Oriented Adventure""}",124,13690,2008-09-24,Open Season 2,Open Season 2,2008.0
38345,21980093,/m/05n_4c0,Stepfather III,1992-06-04,0.0,110.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/07ssc"": ""United Kingdom""}","{""/m/01jfsb"": ""Thriller"", ""/m/03npn"": ""Horror""}",172,61964,1992-06-04,Stepfather 3,Stepfather 3,1992.0
38384,447672,/m/029lg9,"Legally Blonde 2: Red, White & Blonde",2003-07-02,124914842.0,95.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/06cvj"": ""Romantic comedy"", ""/m/05p553"": ""Comedy film"", ""/m/03p5xs"": ""Comedy of manners"", ""/m/05mrx8"": ""Political satire"", ""/m/01z4y"": ""Comedy"", ""/m/0cshrf"": ""Political cinema"", ""/m/02l7c8"": ""Romance Film"", ""/m/02b5_l"": ""Teen""}",32,10327,2003-07-02,"Legally Blonde 2: Red, White & Blonde","Legally Blonde 2: Red, White & Blonde",2003.0
38443,12260598,/m/027j9wd,Ice Age: Dawn of the Dinosaurs,2009-07-01,886686817.0,94.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03k9fj"": ""Adventure"", ""/m/0hj3myq"": ""Children's/Family"", ""/m/0hcr"": ""Animation"", ""/m/01z4y"": ""Comedy"", ""/m/02l7c8"": ""Romance Film"", ""/m/02kdv5l"": ""Action"", ""/m/0hqxf"": ""Family Film"", ""/m/0hj3n26"": ""Family-Oriented Adventure""}",9,8355,2009-06-26,Ice Age: Dawn of the Dinosaurs,Ice Age: Dawn of the Dinosaurs,2009.0
38502,21432813,/m/05f6dg2,Philadelphia Experiment II,1993-11-12,2970.0,98.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/06n90"": ""Science Fiction""}",135,35610,1993-11-12,Philadelphia Experiment II,Philadelphia Experiment II,1993.0
38553,2931524,/m/08dgdf,Halloweentown II: Kalabar's Revenge,2001-10-12,0.0,81.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0bj8m2"": ""Children's"", ""/m/01hmnh"": ""Fantasy"", ""/m/0hj3myc"": ""Children's Fantasy"", ""/m/0hj3myq"": ""Children's/Family""}",247,34205,2001-10-12,Halloweentown II: Kalabar's Revenge,Halloweentown II: Kalabar's Revenge,2001.0
38769,5083422,/m/0d1z04,Battle in Outer Space,1959-12-26,0.0,90.0,"{""/m/03_9r"": ""Japanese Language"", ""/m/02h40lc"": ""English Language""}","{""/m/03_3d"": ""Japan""}","{""/m/06n90"": ""Science Fiction"", ""/m/0gw5n2f"": ""Japanese Movies"", ""/m/03k9fj"": ""Adventure"", ""/m/03q4nz"": ""World cinema"", ""/m/01hmnh"": ""Fantasy"", ""/m/02kdv5l"": ""Action""}",268,62472,1959-12-26,宇宙大戦争,Battle in Outer Space,1959.0
39193,2184621,/m/06t6sh,Alexander: The Other Side of Dawn,1977-05-16,0.0,96.0,{},"{""/m/09c7w0"": ""United States of America""}","{""/m/07s9rl0"": ""Drama"", ""/m/0hj3n9c"": ""Juvenile Delinquency Film"", ""/m/0hj3n01"": ""Crime Drama""}",668,258599,1977-05-16,Alexander: The Other Side of Dawn,Alexander: The Other Side of Dawn,1977.0
39239,695249,/m/033g39,Home Alone 3,1997-12-12,79082515.0,101.0,"{""/m/05qqm"": ""Polish Language"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/0hj3myq"": ""Children's/Family"", ""/m/01z4y"": ""Comedy"", ""/m/0hqxf"": ""Family Film"", ""/m/02kdv5l"": ""Action"", ""/m/0hj3n0k"": ""Domestic Comedy"", ""/m/09q17"": ""Slapstick""}",5,9714,1997-12-12,Home Alone 3,Home Alone 3,1997.0
39263,3509709,/m/09hf7j,Curse of the Fly,1965,0.0,86.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/07ssc"": ""United Kingdom""}","{""/m/01q03"": ""Cult"", ""/m/06n90"": ""Science Fiction"", ""/m/03npn"": ""Horror""}",341,38125,1965-05-01,Curse of the Fly,Curse of the Fly,1965.0
39296,695266,/m/033g3n,Lethal Weapon 3,1992-05-15,321731527.0,118.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/0lsxr"": ""Crime Fiction"", ""/m/0556j8"": ""Buddy film"", ""/m/0399b7"": ""Buddy cop"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/01z4y"": ""Comedy"", ""/m/0cq22f9"": ""Action Thrillers"", ""/m/02kdv5l"": ""Action""}",68,943,1992-05-15,Lethal Weapon 3,Lethal Weapon 3,1992.0
39336,2892393,/m/089mbh,"Initiation: Silent Night, Deadly Night 4",1990-11-16,0.0,86.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03npn"": ""Horror""}",414,59762,1990-11-21,Silent Night Deadly Night 4: Initiation,Silent Night Deadly Night 4: Initiation,1990.0
39518,11623987,/m/02rlvh4,Francis in the Navy,1955-08-24,0.0,80.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0hj3mtj"": ""Animal Picture"", ""/m/01z4y"": ""Comedy"", ""/m/01g6gs"": ""Black-and-white"", ""/m/0hj3myq"": ""Children's/Family""}",409,62742,1955-08-24,Francis in the Navy,Francis in the Navy,1955.0
40136,3038054,/m/08md6z,A Nightmare on Elm Street 5: The Dream Child,1989-08-11,22168359.0,90.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03npn"": ""Horror"", ""/m/01585b"": ""Slasher"", ""/m/02b5_l"": ""Teen"", ""/m/0fdjb"": ""Supernatural""}",73,10160,1989-08-11,A Nightmare on Elm Street: The Dream Child,A Nightmare on Elm Street: The Dream Child,1989.0
40259,1090927,/m/0455gj,Atlantis: Milo's Return,2003-05-20,0.0,80.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03k9fj"": ""Adventure"", ""/m/0hj3myq"": ""Children's/Family"", ""/m/0hcr"": ""Animation"", ""/m/01hmnh"": ""Fantasy"", ""/m/0hj3myc"": ""Children's Fantasy"", ""/m/0hqxf"": ""Family Film"", ""/m/02kdv5l"": ""Action"", ""/m/0hh_j8m"": ""Mythological Fantasy""}",167,8965,2003-02-25,Atlantis: Milo's Return,Atlantis: Milo's Return,2003.0
40279,1854000,/m/061681,The Bourne Ultimatum,2007-07-25,442824138.0,116.0,"{""/m/064_8sq"": ""French Language"", ""/m/0jzc"": ""Arabic Language"", ""/m/02h40lc"": ""English Language"", ""/m/06b_j"": ""Russian Language"", ""/m/06nm1"": ""Spanish Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0345h"": ""Germany""}","{""/m/01jfsb"": ""Thriller"", ""/m/0lsxr"": ""Crime Fiction"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/02n4kr"": ""Mystery"", ""/m/04t2t"": ""Martial Arts Film"", ""/m/07s9rl0"": ""Drama"", ""/m/060__y"": ""Film adaptation"", ""/m/0cq22f9"": ""Action Thrillers"", ""/m/02kdv5l"": ""Action"", ""/m/0bkbm"": ""Spy""}",47,2503,2007-08-03,The Bourne Ultimatum,The Bourne Ultimatum,2007.0
40658,16347105,/m/03whd4p,The Cutting Edge 3: Chasing the Dream,2008-03-16,0.0,,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01z02hx"": ""Sports"", ""/m/02l7c8"": ""Romance Film"", ""/m/07s9rl0"": ""Drama""}",219,15088,2008-03-16,The Cutting Edge: Chasing the Dream,The Cutting Edge: Chasing the Dream,2008.0
40730,2620960,/m/07s9pc,Phoenix 2772,1980-03-15,0.0,122.0,"{""/m/03_9r"": ""Japanese Language""}","{""/m/03_3d"": ""Japan""}","{""/m/0jxy"": ""Anime"", ""/m/0gw5n2f"": ""Japanese Movies""}",401,57635,1980-03-15,火の鳥2772 愛のコスモゾーン,Phoenix 2772,1980.0
40744,21052275,/m/05q7cpq,Boondock Saints II: All Saints Day,2009-10-19,10273188.0,118.0,"{""/m/02bjrlw"": ""Italian Language"", ""/m/02h40lc"": ""English Language"", ""/m/06nm1"": ""Spanish Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/02wtdps"": ""Crime Thriller"", ""/m/02kdv5l"": ""Action"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy""}",179,22821,2009-11-24,The Boondock Saints II: All Saints Day,The Boondock Saints II: All Saints Day,2009.0
40941,26892787,/m/0bm9qlp,The Brave Archer 2,1978-05-13,0.0,110.0,"{""/m/0653m"": ""Standard Mandarin""}","{""/m/03h64"": ""Hong Kong""}","{""/m/08322"": ""Wuxia"", ""/m/0gw5qqq"": ""Chinese Movies""}",572,73751,1978-05-13,射鵰英雄傳續集,The Brave Archer 2,1978.0
